Y,T,prevearn,age,married,hrwage,black,hispanic,hsorged,yrs_educ,selection
1506,1,0,36,0,365,1,0,1,12,0
0,1,2444.656006,41,0,360,0,0,1,14,0
8147,1,3000,24,0,425,1,0,1,12,0
33204,0,1152,25,0,603,0,1,0,8,0
11829,1,100,59,0,383,0,0,1,12,0
0,0,0,34,0,250,1,0,1,12,0
26355,1,0,39,0,500,0,0,1,12,1
17973,1,5156,32,0,335,0,0,1,12,0
0,1,0,28,0,855,0,1,1,12,0
0,0,0,27,1,425,0,0,1,12,0
10784,1,2000,23,0,375,1,0,1,12,0
39917,0,1600,41,0,340,0,0,1,11,0
29744,1,289,31,0,600,1,0,1,8,0
15633,1,2505,55,0,375,0,0,0,8,0
2949,0,0,30,0,330,1,0,1,12,0
4557,0,1216,33,0,380,0,0,1,14,0
11478,0,0,26,1,432,0,1,0,7,0
2003,1,2444.656006,22,1,500,0,0,0,11,1
50916,0,9000,34,0,360,0,0,1,13,0
1383,0,0,29,0,265,0,0,1,14,0
40308,1,8640,32,0,612,1,0,1,16,0
732,1,98,24,0,450,0,0,1,10,0
15759,1,8400,26,1,455,0,0,1,12,0
27627,1,8000,29,0,625,1,0,1,12,0
24112,1,14000,28,0,449,0,0,0,8,0
1791,0,1614,22,0,210,0,0,0,8,0
20530,1,2444.656006,51,0,345,0,0,1,9,0
9836,1,2444.656006,27,0,201,0,0,0,7,0
7563,1,900,38,1,140,0,0,0,7,0
7414,1,0,34,1,247,0,0,0,9,0
14042,1,1200,28,1,335,0,0,1,11,0
3155,1,3132,27,0,165,1,0,1,12,0
4308,1,2400,43,0,375,0,0,1,9,0
12462,1,85,36,0,600,1,0,1,14,0
0,0,0,24,1,335,0,0,0,8,1
1976,1,2400,37,0,369,0,1,1,12,0
577,0,2444.656006,26,0,400,1,0,0,9,0
4005,1,2400,22,0,188,0,0,0,11,0
8070,1,1200,53,0,430,0,0,1,12,0
15802,0,4650,41,0,400,0,0,1,12,1
17802,1,7800,33,0,700,0,0,1,12,0
18089,1,4053,40,0,222,0,0,1,12,0
7665,1,6000,46,0,500,0,0,1,16,0
5891,0,2444.656006,28,1,400,0,1,1,12,0
228,1,0,25,0,375,1,0,1,12,1
1275,0,2079,23,0,375,0,0,1,12,0
0,0,0,27,1,828,0,0,0,14,0
10761,0,0,27,0,300,1,0,1,12,0
8241,0,0,34,0,335,1,0,1,12,0
14409,0,2444.656006,31,0,450,0,0,0,11,0
14990,0,0,25,0,450,1,0,1,17,0
12161,0,0,30,0,675,1,0,1,12,0
913,1,2444.656006,26,0,440,0,0,1,13,0
21768,1,10704,28,0,686,0,0,1,12,0
216,1,0,34,0,335,0,1,0,9,0
23745,0,0,34,0,800,0,0,1,14,0
7668,1,0,37,0,380,0,0,1,10,0
23502,0,2444.656006,39,0,410,1,0,1,12,0
297,1,0,37,0,500,1,0,1,12,0
19123,1,9677,48,1,949,0,0,1,11,0
4574,1,1600,22,0,425,0,0,0,10,0
2108,1,2444.656006,29,1,625,0,0,1,14,0
33677,1,11921,28,1,961,0,0,1,17,0
9297,0,500,41,1,450,0,0,1,12,0
41530,1,2444.656006,28,0,425,1,0,1,13,0
41023,1,0,41,0,1250,0,0,1,13,0
22499,1,0,25,1,350,0,1,1,12,0
17841,1,0,33,0,625,0,0,1,12,0
1838,1,2444.656006,36,0,385,0,1,0,9,0
33515,1,2444.656006,23,0,450,0,0,1,12,0
50271,1,7200,37,0,205,0,0,1,13,0
37030,1,3840,37,0,600,0,0,1,12,0
24,1,500,26,1,335,1,0,1,13,0
3399,1,1648,22,0,515,0,1,0,7,0
8603,1,2500,53,0,625,1,0,1,13,0
0,0,0,28,0,350,1,0,1,12,0
12811,1,6390,23,0,425,0,0,1,12,0
32883,1,7000,24,0,496,0,0,1,12,0
4936,1,2444.656006,22,0,500,0,1,1,11,0
12027,1,1517,25,0,335,0,1,1,12,0
19244,1,2444.656006,39,1,365,0,0,1,13,0
9770,1,2444.656006,32,0,400,0,0,1,12,0
22908,0,2328,41,1,335,0,0,1,12,1
522,1,0,30,0,559,0,0,1,9,1
795,1,2000,27,0,544,0,0,1,12,0
1689,1,0,23,0,659,1,0,1,12,0
279,1,2444.656006,24,0,335,0,1,0,9,0
10623,0,2444.656006,27,0,485,1,0,1,12,0
7275,1,0,37,0,400,1,0,1,12,0
45063,1,5000,27,1,901,1,0,1,14,0
3774,1,2444.656006,24,0,500,0,1,0,10,0
427,0,7000,27,1,463,0,0,1,12,0
15410,1,0,22,0,375,1,0,1,12,0
9492,1,3000,30,0,550,1,0,1,12,0
1296,0,733,41,0,400,0,0,0,8,0
381,1,0,37,0,500,0,0,1,12,0
8824,0,13212,36,0,450,1,0,1,13,0
8826,0,0,25,1,360,0,0,1,12,0
2990,1,0,35,0,700,0,1,1,9,0
7112,1,2400,30,0,350,0,0,0,8,1
803,1,0,52,1,350,0,0,1,8,0
21233,1,0,23,1,500,0,0,0,9,0
17087,1,1576,40,0,350,0,0,1,12,0
12375,1,2150,23,0,400,0,0,1,12,0
22173,0,5873,42,0,520,0,0,1,11,0
1482,0,0,32,0,534,1,0,0,10,0
46545,1,0,42,0,820,1,0,1,11,0
9649,1,2444.656006,44,0,335,0,0,0,8,0
4569,1,375,30,0,375,1,0,0,11,0
1419,1,3840,38,0,400,0,0,1,12,0
10167,0,299,24,0,335,0,0,0,9,0
18136,1,2444.656006,34,0,400,1,0,0,10,0
744,1,2444.656006,28,0,335,1,0,1,12,0
2812,0,4500,45,0,216,0,0,1,11,0
1821,1,0,28,0,370,0,0,1,9,0
0,1,2444.656006,40,1,345,0,0,0,9,1
2346,0,800,23,0,335,1,0,0,11,0
29728,0,606,24,1,575,0,0,1,12,0
502,0,4572,30,0,335,0,0,0,12,0
656,1,0,30,0,475,1,0,1,8,0
0,1,3000,23,0,400,0,0,1,12,0
1656,1,0,26,0,188,1,0,1,11,0
26163,0,0,32,0,365,0,1,0,8,0
10707,1,5800,36,0,335,0,0,0,9,1
11635,1,9800,26,0,557,1,0,0,11,0
176,0,3284,23,0,400,1,0,1,12,0
33354,1,0,35,0,350,0,1,0,8,0
8844,0,2444.656006,27,0,225,0,0,1,11,0
21300,0,3000,25,0,510,1,0,1,12,0
10500,0,500,34,0,350,0,0,1,14,0
2279,0,2240,43,0,350,0,0,1,12,0
825,1,0,23,0,360,1,0,1,13,0
9474,1,3000,22,0,563,0,0,1,12,1
22478,1,1017,34,0,565,1,0,1,12,0
5995,1,4025,29,1,415,0,0,0,11,0
13043,1,1000,24,0,425,0,0,1,14,0
146,0,2444.656006,53,1,350,0,0,1,14,1
1092,1,7200,58,0,480,1,0,1,11,0
2895,1,0,28,0,400,0,0,1,13,0
0,1,500,44,0,500,1,0,0,12,0
5152,1,0,35,1,380,0,0,1,12,0
10403,1,8500,27,0,465,0,1,0,7,0
11755,1,2444.656006,26,0,475,1,0,1,13,0
22206,0,5000,27,0,425,0,1,1,12,0
0,1,3960,28,0,495,1,0,1,12,0
2632,1,1800,26,0,500,0,0,1,10,0
2235,1,2444.656006,24,0,400,0,0,1,14,0
26801,1,3000,37,0,475,0,0,0,17,0
0,1,864,26,0,360,1,0,0,11,0
0,1,0,34,0,400,0,0,0,8,0
9634,1,400,22,0,400,0,0,1,12,1
1320,1,19000,40,1,1005,1,0,0,11,0
22047,1,3600,37,0,365,0,0,1,12,1
22086,1,5000,49,0,700,0,0,1,16,0
10149,0,4680,31,0,450,0,0,1,12,0
3897,0,6000,60,0,160,0,0,1,14,0
35066,1,2100,42,0,335,1,0,1,12,1
22375,1,4000,28,1,400,0,0,1,12,0
0,1,0,29,0,335,0,0,0,10,0
22691,1,4000,23,0,335,0,0,1,13,0
27694,1,1000,35,0,665,0,1,0,9,0
0,1,0,31,0,630,0,1,1,12,0
16897,1,4550,62,0,500,0,0,1,12,0
0,0,0,30,0,230,0,1,0,9,0
18594,1,2444.656006,33,0,945,0,0,1,12,0
10014,1,2444.656006,27,0,464,0,0,1,12,0
0,1,2444.656006,44,0,525,0,0,1,12,1
0,1,0,28,0,335,1,0,1,12,0
0,0,0,41,1,415,1,0,0,10,0
8643,1,500,28,0,410,0,0,1,12,1
9312,1,0,26,0,700,0,0,1,13,0
1071,1,0,31,0,400,0,0,1,12,1
9828,1,3000,22,0,430,0,0,0,10,0
0,0,0,38,0,500,0,0,1,12,0
13362,0,5000,22,0,550,0,0,1,12,0
25497,1,180,47,1,450,0,0,1,12,0
756,0,2444.656006,29,1,500,0,1,1,13,0
21210,1,1000,35,0,350,0,0,1,9,0
39,1,0,68,0,500,1,0,1,12,0
3673,1,0,54,0,346,1,0,1,16,0
12125,0,0,23,0,475,0,1,0,8,0
11577,0,0,39,0,350,1,0,0,9,0
6307,1,396,48,0,400,1,0,0,8,0
824,1,0,23,0,500,1,0,1,12,0
17813,1,2444.656006,24,1,350,0,1,1,9,0
10307,1,0,43,0,531,1,0,1,16,0
7362,0,1250,22,0,313,0,0,1,12,0
26538,1,2444.656006,38,1,700,0,0,0,10,1
627,1,110,26,0,355,1,0,1,12,0
17496,1,1500,26,1,385,0,0,1,12,1
0,1,1700,42,1,350,1,0,0,11,0
11249,1,2433,27,0,65,0,0,1,12,0
21813,1,3700,25,0,345,0,0,1,12,0
0,1,2444.656006,24,0,335,0,0,0,11,0
942,0,3000,30,0,400,0,0,1,12,0
15052,1,200,31,0,450,0,0,0,8,0
22016,0,3500,22,0,380,1,0,1,14,0
80712,0,4000,23,0,380,0,0,1,16,0
0,0,2444.656006,37,0,500,0,1,1,13,0
38811,1,14920,29,0,812,1,0,1,16,0
16941,1,3500,55,0,335,0,0,1,11,1
29679,1,8147,26,1,536,0,0,1,13,0
20856,1,10077,29,0,351,1,0,1,12,1
18519,1,366,35,0,365,1,0,1,12,0
63548,1,6500,34,0,525,0,0,1,10,0
22378,1,7000,35,0,480,1,0,1,12,0
19953,0,2444.656006,25,0,355,0,0,1,12,0
8697,1,0,32,1,400,1,0,0,8,0
33228,1,0,34,1,700,0,0,1,12,0
28713,1,2500,40,0,335,0,0,1,16,0
154,1,2000,30,0,335,0,0,1,11,1
2694,1,285,36,0,270,0,0,1,13,0
21750,1,2500,23,0,500,0,0,1,12,0
7960,1,4553,27,0,350,1,0,1,12,1
1167,0,2444.656006,28,0,240,0,0,1,13,0
47697,1,10000,30,1,675,0,0,1,15,0
17989,1,168,32,1,335,0,0,1,13,0
13691,1,8000,62,0,440,0,0,1,12,0
14122,0,2500,22,0,450,1,0,1,14,1
8827,1,2800,28,0,335,0,1,1,9,0
1085,1,2444.656006,24,0,620,1,0,1,12,0
31991,1,3290,45,0,588,0,0,1,13,0
26091,0,125,42,1,500,0,0,0,10,0
1230,1,2444.656006,40,0,160,0,0,1,14,0
36616,1,0,51,1,500,0,0,1,10,1
33666,1,2444.656006,29,0,450,0,0,0,11,0
22886,1,650,29,0,350,0,0,1,12,0
13397,0,2444.656006,25,0,335,0,1,0,9,0
9507,1,6768,37,0,1410,0,1,1,11,0
0,1,4000,24,0,401,1,0,0,10,0
1221,1,1625,37,0,375,0,0,1,12,0
6568,1,3500,28,0,395,1,0,1,13,0
23494,1,12000,51,0,1218,0,0,1,11,0
426,0,0,36,0,335,0,0,1,12,0
361,1,0,31,1,210,0,1,1,12,0
14148,1,200,38,1,201,0,0,1,13,0
960,0,167,40,0,700,1,0,1,10,0
11958,1,2444.656006,24,0,335,1,0,1,12,0
27171,1,3000,31,0,550,0,0,1,13,0
2364,1,2444.656006,41,0,350,1,0,0,9,0
40401,1,12000,41,0,577,0,0,1,12,0
5235,0,0,38,1,600,0,0,1,14,1
0,0,407,33,0,335,1,0,0,10,0
11608,0,4784,59,0,386,0,0,1,13,1
42568,1,2444.656006,28,0,650,1,0,1,12,0
0,1,0,22,0,425,0,1,1,12,0
0,1,0,41,0,210,1,0,1,14,1
0,0,1000,27,0,345,1,0,1,12,0
44,1,0,66,0,350,0,0,1,12,0
33790,1,0,41,0,435,0,0,1,12,0
34022,1,12000,34,0,300,0,0,0,11,0
28743,1,11000,29,0,526,0,0,1,12,0
0,1,0,38,1,1300,0,0,1,12,0
23782,0,12000,40,0,201,0,0,1,12,0
216,1,0,48,1,150,0,1,0,14,0
102,1,0,44,0,200,0,0,1,8,0
14490,0,0,39,0,405,0,0,1,14,0
10790,1,2444.656006,28,0,450,0,1,0,8,0
25653,1,0,22,0,335,0,0,1,9,0
56196,0,6000,27,0,800,1,0,1,13,0
14113,1,2444.656006,22,0,500,0,1,1,10,0
18953,1,5350,29,0,350,0,0,1,12,0
5589,1,960,51,0,400,0,0,0,7,1
22242,1,406,37,0,400,0,0,0,9,0
1003,0,480,28,0,400,0,0,1,12,0
12000,0,9700,26,0,375,0,0,1,13,0
0,1,0,47,0,350,0,0,0,8,0
27275,1,5500,24,0,479,1,0,0,12,0
18648,0,218,27,0,545,0,0,1,12,1
6106,0,2444.656006,24,0,375,1,0,1,12,0
8337,1,5000,23,0,340,1,0,1,14,0
46749,1,6000,29,0,425,0,1,1,12,0
17038,0,3000,25,0,400,1,0,0,12,0
0,1,0,36,1,475,0,0,1,10,1
15002,0,1300,35,1,450,0,0,1,14,0
4874,1,0,46,0,855,0,1,1,11,0
30112,1,2444.656006,25,0,425,0,0,1,10,0
22361,0,0,36,0,446,1,0,1,12,0
15347,0,2000,28,0,510,0,0,1,12,0
0,0,0,49,1,742,0,1,0,8,0
6813,0,6922,26,0,525,0,0,1,10,0
68233,1,11483,27,0,625,0,0,1,14,0
26873,1,363,26,0,350,0,0,1,12,0
20543,1,0,25,0,1000,0,0,1,13,0
0,0,0,30,0,450,1,0,1,12,0
0,1,0,41,0,500,0,1,0,9,0
16194,1,3000,34,0,525,0,0,1,11,0
33858,1,0,29,0,1200,0,0,1,12,0
45063,1,0,31,1,355,0,0,1,13,0
30300,1,0,49,0,506,1,0,1,11,0
29539,1,6000,24,0,510,1,0,1,12,0
32452,1,4362,25,0,435,1,0,1,14,0
3484,1,2577,23,0,500,0,0,1,7,0
22206,1,6500,29,0,335,0,0,1,12,1
3168,1,2444.656006,26,0,400,0,0,1,9,1
21750,0,11000,29,0,541,1,0,1,10,0
381,1,0,25,0,803,1,0,0,10,0
51379,1,63000,31,1,444,0,0,1,12,0
33632,1,0,48,1,300,0,0,1,16,0
19008,1,2400,35,0,445,1,0,1,12,0
0,1,2444.656006,27,1,335,1,0,1,12,1
738,0,0,38,0,380,0,0,1,11,0
0,0,320,30,0,400,0,0,1,13,0
5232,0,2444.656006,28,0,520,0,0,1,12,0
138,0,1440,44,0,335,0,0,1,12,0
7787,1,1600,35,0,400,0,0,1,12,0
2051,1,600,26,0,335,0,0,0,7,0
18955,0,500,24,0,375,1,0,1,12,0
135,1,11000,30,0,495,0,0,1,12,0
4468,1,800,36,0,370,0,1,1,12,0
1998,1,1782,28,1,345,0,0,0,10,0
35523,1,9570,29,0,550,0,0,1,12,0
1947,1,0,58,1,375,0,0,0,8,1
256,1,0,51,0,500,0,0,1,13,0
2694,0,0,30,0,300,1,0,1,12,0
896,1,1631,52,0,308,0,0,1,15,0
12123,1,2444.656006,42,0,400,1,0,1,11,0
8692,1,135,26,1,375,0,0,1,12,0
41787,0,12688,40,0,675,0,0,0,9,1
7213,1,0,45,0,335,1,0,1,10,0
4447,1,2888,27,0,400,0,0,1,9,0
33246,0,2400,23,0,500,0,0,1,12,0
30156,0,2444.656006,28,1,500,0,0,1,11,1
4452,1,0,46,0,1970,1,0,1,12,0
31343,1,6000,38,0,615,1,0,1,13,0
864,1,800,23,0,416,0,0,1,12,1
9432,1,0,27,0,365,0,0,1,12,1
4113,0,9000,50,0,202,0,0,0,11,0
1674,1,286,33,0,350,0,0,0,11,0
28876,1,2000,45,0,400,0,0,1,12,0
1458,1,630,25,1,129,0,0,0,11,0
14592,1,0,29,0,1250,0,1,1,9,0
45408,1,2444.656006,31,0,785,0,0,1,12,0
31719,1,9500,23,0,450,0,1,1,9,0
4827,1,0,29,0,450,0,1,0,11,0
30456,1,0,22,0,408,0,0,1,13,0
9438,0,0,28,1,575,0,0,1,8,1
6,1,6000,36,0,350,0,0,1,12,0
1293,1,2200,32,0,335,0,0,1,9,0
28665,1,4000,30,0,201,0,0,1,12,0
618,0,0,35,0,350,0,0,1,9,0
10284,1,0,22,0,514,1,0,1,12,0
186,1,1992,29,0,346,1,0,0,9,0
786,1,0,41,0,375,0,1,0,7,0
15883,1,1200,23,0,500,1,0,1,10,0
11964,1,1837,42,1,350,0,0,1,13,0
12838,1,0,29,0,406,0,1,1,12,0
0,0,0,25,0,375,0,0,1,9,0
36499,1,2900,43,1,525,0,0,1,12,0
9483,1,6300,37,0,530,1,0,1,12,0
3584,0,742,53,0,435,0,0,1,12,0
10353,1,4000,51,0,365,0,0,1,11,0
3104,1,2444.656006,24,1,335,0,0,1,12,0
37,0,0,36,0,615,0,1,1,10,0
775,1,502,50,0,375,1,0,1,12,0
906,0,0,36,0,450,0,0,1,12,0
35544,0,0,44,0,500,0,1,1,13,0
1026,0,0,31,0,315,0,0,0,10,0
12459,1,2700,33,1,390,0,0,0,9,0
29869,0,0,39,1,250,0,0,1,12,0
0,0,2444.656006,28,0,335,1,0,1,9,0
11643,1,0,23,0,335,1,0,0,10,1
19320,1,132,23,0,335,1,0,1,12,0
14200,1,0,71,0,500,0,0,1,11,0
5718,1,3100,24,0,400,0,0,0,8,0
21972,1,274,28,0,350,0,0,1,12,1
28210,0,3350,25,0,335,0,1,1,14,0
14536,0,2200,23,1,400,0,0,0,10,0
7440,1,0,30,1,365,0,0,1,12,0
228,1,0,66,0,335,0,0,1,12,0
6636,0,9658,36,0,445,0,1,1,12,0
1879,1,2444.656006,26,0,360,0,0,0,8,0
6327,1,2444.656006,24,0,583,0,0,0,10,0
297,0,2000,47,0,600,0,0,0,10,0
59849,0,3147,30,0,450,0,0,1,14,0
1065,0,470,24,0,335,0,0,1,12,0
21498,1,3000,44,0,470,1,0,1,13,0
8353,1,119,37,1,335,1,0,0,11,1
0,1,0,28,0,335,0,0,1,11,0
1392,0,645,25,0,335,1,0,1,12,0
1494,0,3800,33,0,500,0,0,1,12,0
0,0,0,38,1,600,1,0,1,10,0
0,0,0,22,0,1500,1,0,1,12,0
12356,1,3602,36,0,360,0,0,1,13,0
31348,0,0,37,0,585,0,0,0,8,1
25181,0,5556,26,0,390,0,0,1,15,0
927,1,0,44,0,500,1,0,0,10,0
23110,1,2444.656006,40,0,275,1,0,0,14,0
6904,1,400,41,1,301,0,0,0,11,0
4794,0,335,24,0,335,0,0,0,8,0
168,1,2300,33,0,335,1,0,1,12,0
23531,1,4000,43,0,345,1,0,0,10,0
2601,1,1000,24,0,365,0,0,1,12,0
1890,1,0,36,0,742,0,0,1,14,0
15743,0,0,23,0,450,0,0,1,12,0
37476,0,6319,25,0,575,1,0,1,13,0
3123,1,2000,31,1,700,0,1,0,9,0
2004,0,0,38,1,350,0,0,1,12,1
13869,0,2444.656006,27,0,345,1,0,1,12,0
22563,1,7000,25,0,500,1,0,1,12,0
17525,0,0,23,0,590,1,0,1,10,0
9756,1,2164,28,1,501,0,0,1,12,0
18231,1,98,43,0,400,0,0,0,13,0
8312,1,8300,26,0,200,0,0,1,16,0
0,0,2444.656006,35,0,355,1,0,0,8,0
23909,1,0,26,0,450,0,0,1,13,0
0,0,0,45,1,465,0,0,1,9,1
33809,1,7079,27,0,752,0,0,1,11,0
7228,1,2444.656006,38,0,400,1,0,0,10,0
26538,0,20000,41,1,1000,0,1,1,17,0
6345,1,509,62,1,700,0,0,1,11,1
4125,1,0,26,0,700,1,0,1,12,0
4677,1,2444.656006,33,0,365,0,0,1,7,0
42759,1,3000,33,0,470,0,0,1,12,0
12531,1,2444.656006,32,1,375,0,0,1,12,1
35167,1,5000,57,0,575,0,0,0,10,1
11116,1,400,26,0,375,1,0,1,12,0
17161,0,554,29,0,425,0,0,1,9,0
26692,0,2444.656006,24,0,335,1,0,1,12,0
15537,1,0,30,0,335,0,0,0,11,0
25833,1,2000,32,0,700,0,0,1,12,0
0,1,0,22,0,400,0,1,0,8,0
0,0,0,35,1,369,0,0,1,10,0
19262,1,0,25,0,400,1,0,0,9,0
72,1,14305,50,1,795,0,0,1,12,0
1538,0,3360,55,0,450,0,0,1,16,0
52130,1,10400,35,0,450,0,0,1,12,0
34383,1,2444.656006,28,0,201,0,0,1,10,0
712,1,0,26,1,335,0,0,1,11,0
0,0,0,31,1,335,0,1,0,7,0
23070,1,2000,29,0,500,0,0,1,12,0
5154,0,0,24,0,390,0,0,1,13,0
25421,1,2444.656006,24,0,375,1,0,1,13,0
0,1,3976,38,0,400,1,0,1,12,1
0,1,6000,30,0,674,0,0,1,14,0
17719,1,6500,35,0,335,0,0,1,9,0
5462,1,0,27,0,500,0,0,1,12,0
93,1,0,41,1,500,1,0,1,12,0
19235,1,0,25,0,625,0,0,1,12,0
30887,1,6000,42,0,550,1,0,1,8,0
19470,1,2444.656006,31,0,350,0,1,1,10,0
0,1,0,33,0,425,0,1,0,9,0
111,0,2444.656006,55,1,201,0,0,1,12,0
0,1,0,23,0,375,0,0,0,10,0
34564,1,200,24,0,600,1,0,1,13,0
10623,1,10000,40,0,550,0,0,1,12,0
9009,0,3500,44,0,345,0,0,1,14,1
36432,1,0,38,0,650,0,0,1,14,0
1299,1,2444.656006,37,1,335,0,0,1,12,0
22845,0,2200,24,0,400,0,0,1,12,0
30138,1,1880,28,0,400,1,0,1,12,0
4419,0,0,27,0,261,0,0,0,11,0
190,1,2444.656006,22,1,345,0,0,1,12,0
6542,0,1490,23,0,400,0,0,1,10,0
0,1,0,37,0,500,1,0,1,12,0
10554,1,0,31,0,400,1,0,1,12,0
7528,0,0,56,1,355,0,0,1,12,0
2211,0,2444.656006,22,0,375,1,0,0,11,0
0,1,0,36,0,800,0,0,0,14,1
6709,0,2444.656006,24,0,400,1,0,1,12,0
0,1,0,24,0,425,0,1,1,12,0
234,1,0,22,0,500,1,0,1,13,0
153,1,2444.656006,23,0,450,1,0,1,13,0
31118,1,2444.656006,29,0,440,0,0,1,12,0
816,0,2444.656006,30,0,325,0,0,0,10,1
13629,1,2200,27,0,843,0,0,1,12,0
2538,0,3400,38,0,500,0,1,1,10,0
2115,1,0,23,0,450,1,0,1,12,0
16917,0,9747,33,0,500,0,0,1,12,0
30090,1,8000,32,0,411,0,0,1,12,1
14039,0,13099,39,0,400,1,0,1,15,0
9915,1,0,34,1,665,0,0,1,12,0
84265,1,0,23,0,370,0,0,1,12,0
15414,1,0,30,0,460,0,0,0,10,0
26592,0,0,24,0,510,0,0,1,12,0
35772,1,1955,31,0,355,0,0,1,12,0
5376,1,10133,30,0,210,0,0,1,14,0
0,1,2444.656006,42,0,300,0,0,1,9,0
2284,0,10000,32,1,360,1,0,1,12,0
22911,1,750,31,0,500,0,0,1,10,0
4174,0,126,24,0,360,0,0,1,12,1
157,0,300,27,0,600,0,0,1,12,1
43085,1,10000,32,0,335,1,0,1,13,0
0,1,300,29,0,465,1,0,1,12,0
10089,1,2444.656006,39,0,335,0,0,1,8,0
3786,0,0,22,0,425,1,0,0,10,0
5516,0,0,24,0,201,1,0,1,9,0
12620,0,0,25,0,400,0,1,0,12,0
1287,0,0,30,0,535,1,0,1,12,0
0,0,2444.656006,62,0,335,0,0,0,11,1
35249,1,7500,55,1,963,0,0,1,12,0
20900,1,0,49,1,450,1,0,1,8,0
0,1,0,36,0,335,1,0,0,8,0
12324,1,6500,60,0,360,0,0,1,12,0
25308,1,0,27,0,525,1,0,1,9,0
10901,1,2444.656006,22,1,400,0,0,1,14,1
21574,1,300,30,0,500,1,0,1,12,0
0,1,200,26,0,500,0,0,1,12,0
478,1,2444.656006,31,0,150,0,0,1,12,0
24075,1,13000,38,0,1411,0,0,1,12,0
0,1,0,39,1,400,0,0,1,12,0
3561,1,75,33,0,335,1,0,1,14,0
4980,1,2000,36,0,425,0,0,1,12,0
20553,0,155,26,0,365,0,0,1,11,1
22415,1,4800,43,1,700,1,0,1,12,0
14519,0,2444.656006,30,0,400,0,0,1,12,0
4459,1,268,23,0,385,0,1,0,11,0
36113,0,4600,33,1,405,0,0,1,13,0
0,1,2000,37,1,450,0,1,1,10,0
13806,1,0,26,1,1500,0,0,1,16,0
24231,1,2444.656006,31,0,730,0,0,0,10,0
856,1,2444.656006,29,0,375,0,0,1,10,1
0,0,75,44,1,360,1,0,1,13,0
7835,1,9000,25,0,500,0,0,1,13,0
7413,1,0,28,0,460,0,0,0,8,1
0,1,4203,34,0,435,1,0,1,11,0
23787,1,4726,37,1,345,0,0,1,12,0
13815,1,224,36,1,375,0,0,1,9,0
10221,1,2444.656006,42,0,235,0,0,1,12,0
9651,1,3500,39,0,335,0,0,0,12,0
2577,1,0,27,0,325,0,0,0,11,1
30888,1,4800,28,0,500,0,0,0,10,0
7988,1,0,31,0,1500,1,0,1,12,1
38712,1,5000,23,0,525,0,0,1,15,0
0,0,0,31,0,210,1,0,1,10,0
9203,1,2444.656006,42,1,375,0,0,0,11,0
6726,0,0,24,0,188,1,0,0,11,0
26937,0,1200,25,0,760,0,0,1,12,0
38498,1,5500,42,0,500,0,0,1,12,0
0,0,98,51,0,450,0,0,1,12,1
8502,0,0,23,0,330,0,0,0,8,1
16254,0,2144,56,0,365,0,0,1,12,0
0,0,0,36,0,290,0,1,1,12,0
14023,1,2444.656006,43,0,206,0,0,0,9,0
6081,0,0,25,0,495,1,0,0,11,0
6204,1,0,43,0,300,0,0,1,11,0
43041,1,0,34,1,550,0,0,0,9,0
8736,0,0,28,0,405,1,0,0,11,0
10605,1,2444.656006,29,0,400,0,0,0,11,0
34377,1,3296,22,0,350,0,0,1,12,0
18739,1,0,29,0,500,1,0,1,15,0
423,1,0,27,0,450,0,0,1,12,0
34290,1,0,32,0,1250,0,0,1,12,0
24075,0,2444.656006,30,0,350,1,0,0,11,0
6985,1,0,28,1,400,1,0,0,9,0
15920,1,250,30,0,375,1,0,1,12,0
38713,0,2444.656006,27,0,480,0,0,0,11,0
0,1,0,32,0,686,0,0,0,11,0
9874,1,883,26,1,345,0,0,1,9,1
27469,1,5000,33,0,415,1,0,1,12,0
24072,1,0,43,0,400,1,0,1,12,0
384,1,3000,36,0,365,1,0,1,12,0
16233,1,1000,29,0,425,0,0,1,12,0
0,1,0,22,1,1250,0,0,0,7,1
69,1,375,41,0,500,0,0,1,12,0
32028,1,8000,45,0,575,0,1,1,12,0
0,0,2444.656006,35,0,1154,1,0,0,11,0
11410,1,0,26,0,500,1,0,0,11,0
2196,1,300,26,0,450,1,0,0,8,0
25494,1,14000,24,1,632,0,1,1,13,0
21777,0,0,43,1,201,0,1,1,11,0
2079,1,1800,38,0,400,0,0,1,12,0
669,0,5250,28,0,405,1,0,0,9,0
3109,1,0,36,0,120,1,0,1,12,0
9691,0,2444.656006,28,0,350,1,0,1,12,0
10638,1,4000,24,0,525,0,0,1,13,0
2160,0,0,34,0,475,1,0,1,10,0
8861,1,2674,23,0,176,0,0,1,17,0
3684,1,2444.656006,24,0,365,0,0,0,10,1
290,1,0,28,0,500,0,1,1,10,0
438,1,0,22,0,335,0,0,0,11,0
0,1,0,72,0,325,0,0,1,13,0
15038,1,500,27,0,635,0,0,1,15,0
3990,1,5570,35,0,824,0,0,1,16,0
3985,1,0,23,1,335,0,1,1,12,0
0,0,0,28,0,340,0,1,1,12,0
0,0,550,28,0,550,1,0,1,11,0
19104,0,0,29,1,385,0,1,1,12,0
33368,1,12,55,0,1500,1,0,1,12,0
39,1,522,24,0,335,0,0,1,10,0
26009,0,3000,52,0,410,0,0,1,12,0
35559,1,5000,73,0,400,0,0,1,12,0
15318,1,1322,39,0,201,0,0,1,12,0
4470,1,0,22,1,335,0,1,1,11,0
17305,1,2444.656006,31,0,510,1,0,0,9,0
